accuracy,recall,precision,f1,mcc,avg_spd,avg_aod,avg_eod,spd,aod,eod
0.684,0.675,0.682,0.676,0.357,0.1855,0.1555,0.11549999999999999,0.284,0.248,0.173
0.683,0.674,0.681,0.674,0.355,0.184,0.1535,0.11599999999999999,0.293,0.253,0.177
0.676,0.667,0.674,0.668,0.341,0.1665,0.1365,0.0985,0.248,0.209,0.159
0.683,0.674,0.681,0.675,0.355,0.1595,0.1265,0.097,0.237,0.189,0.144
0.684,0.676,0.682,0.677,0.358,0.1875,0.1555,0.1255,0.309,0.262,0.204
0.694,0.683,0.694,0.684,0.377,0.174,0.143,0.095,0.255,0.211,0.153
0.684,0.674,0.682,0.675,0.356,0.15749999999999997,0.1245,0.0925,0.238,0.198,0.18
0.683,0.672,0.682,0.673,0.353,0.149,0.118,0.08449999999999999,0.239,0.193,0.13
0.69,0.681,0.687,0.682,0.369,0.1625,0.136,0.0695,0.23,0.197,0.126
0.677,0.664,0.677,0.664,0.341,0.16699999999999998,0.1385,0.1015,0.267,0.23,0.153
0.682,0.673,0.68,0.674,0.353,0.1735,0.14200000000000002,0.11,0.269,0.219,0.167
0.681,0.671,0.679,0.672,0.35,0.15949999999999998,0.1245,0.1065,0.25,0.199,0.168
0.687,0.679,0.685,0.68,0.363,0.2175,0.186,0.145,0.336,0.294,0.218
0.677,0.662,0.68,0.661,0.341,0.176,0.153,0.091,0.259,0.219,0.135
0.684,0.674,0.683,0.675,0.357,0.1525,0.1215,0.0805,0.232,0.184,0.144
0.677,0.669,0.674,0.669,0.342,0.20700000000000002,0.1775,0.144,0.329,0.298,0.213
0.677,0.667,0.675,0.667,0.341,0.174,0.145,0.10400000000000001,0.261,0.227,0.195
0.682,0.673,0.68,0.674,0.353,0.1905,0.1595,0.1215,0.287,0.245,0.203
0.677,0.668,0.674,0.669,0.342,0.16949999999999998,0.14,0.1015,0.267,0.229,0.164
0.68,0.669,0.678,0.67,0.347,0.187,0.157,0.1195,0.279,0.231,0.175
0.687,0.678,0.684,0.679,0.362,0.1635,0.1295,0.0995,0.227,0.18,0.19
0.672,0.659,0.67,0.66,0.33,0.14700000000000002,0.119,0.076,0.215,0.186,0.143
0.682,0.672,0.679,0.673,0.352,0.16399999999999998,0.134,0.094,0.258,0.214,0.142
0.675,0.665,0.673,0.665,0.338,0.1615,0.133,0.0845,0.247,0.227,0.151
0.676,0.666,0.675,0.666,0.34,0.1585,0.129,0.089,0.226,0.176,0.153
0.68,0.671,0.677,0.672,0.348,0.1805,0.149,0.1185,0.269,0.221,0.188
0.682,0.672,0.679,0.673,0.352,0.1875,0.1585,0.11699999999999999,0.28,0.228,0.177
0.682,0.672,0.68,0.672,0.351,0.16949999999999998,0.1365,0.10800000000000001,0.268,0.22,0.164
0.677,0.668,0.675,0.669,0.343,0.16649999999999998,0.137,0.0985,0.237,0.195,0.16
0.683,0.673,0.681,0.674,0.354,0.15100000000000002,0.117,0.092,0.226,0.178,0.139
0.682,0.671,0.681,0.672,0.352,0.175,0.1475,0.089,0.262,0.242,0.148
0.684,0.676,0.682,0.677,0.358,0.1745,0.146,0.0975,0.265,0.234,0.167
0.673,0.662,0.671,0.663,0.333,0.137,0.11099999999999999,0.0635,0.199,0.159,0.118
0.68,0.668,0.68,0.669,0.348,0.151,0.1215,0.081,0.226,0.193,0.149
0.673,0.663,0.67,0.663,0.333,0.155,0.129,0.0865,0.263,0.227,0.144
0.675,0.665,0.672,0.666,0.337,0.181,0.1495,0.1235,0.253,0.218,0.186
0.663,0.651,0.662,0.651,0.313,0.14750000000000002,0.1215,0.08099999999999999,0.212,0.191,0.153
0.678,0.67,0.675,0.671,0.344,0.167,0.139,0.0925,0.252,0.219,0.172
0.691,0.682,0.689,0.683,0.371,0.194,0.16249999999999998,0.1215,0.316,0.278,0.186
0.68,0.671,0.678,0.671,0.348,0.174,0.14450000000000002,0.1075,0.276,0.24,0.159
0.663,0.652,0.66,0.653,0.312,0.1165,0.0905,0.054000000000000006,0.212,0.17,0.155
0.657,0.65,0.656,0.651,0.306,0.089,0.059,0.0635,0.137,0.112,0.129
0.657,0.65,0.656,0.65,0.306,0.1765,0.145,0.128,0.301,0.249,0.241
0.659,0.642,0.674,0.635,0.315,0.16949999999999998,0.15150000000000002,0.08249999999999999,0.275,0.247,0.148
0.676,0.664,0.682,0.662,0.346,0.17099999999999999,0.14600000000000002,0.084,0.289,0.27,0.154
0.675,0.667,0.675,0.667,0.342,0.1965,0.173,0.10300000000000001,0.31,0.276,0.174
0.675,0.666,0.675,0.666,0.342,0.1955,0.169,0.1115,0.319,0.287,0.184
0.636,0.632,0.634,0.633,0.266,0.15200000000000002,0.13,0.086,0.266,0.24,0.158
0.63,0.623,0.628,0.623,0.251,0.1625,0.1525,0.0645,0.23,0.216,0.157
0.672,0.667,0.67,0.667,0.337,0.1655,0.137,0.092,0.286,0.241,0.18
0.672,0.663,0.674,0.662,0.336,0.185,0.15999999999999998,0.1,0.318,0.284,0.186
0.67,0.664,0.668,0.664,0.332,0.16949999999999998,0.1465,0.07400000000000001,0.287,0.261,0.144
0.662,0.651,0.667,0.648,0.317,0.1665,0.14650000000000002,0.077,0.29,0.272,0.157
0.652,0.634,0.672,0.622,0.303,0.1245,0.10450000000000001,0.051500000000000004,0.182,0.152,0.095
0.657,0.654,0.654,0.654,0.308,0.119,0.092,0.052,0.178,0.141,0.122
0.661,0.651,0.662,0.65,0.313,0.14150000000000001,0.1155,0.0735,0.235,0.204,0.136
0.643,0.637,0.64,0.638,0.278,0.20450000000000002,0.1855,0.125,0.354,0.333,0.225
0.653,0.643,0.653,0.642,0.296,0.1535,0.131,0.081,0.243,0.217,0.145
0.646,0.639,0.644,0.639,0.283,0.077,0.048,0.0475,0.13,0.093,0.109
0.655,0.65,0.653,0.65,0.303,0.187,0.16449999999999998,0.10600000000000001,0.313,0.294,0.172
0.628,0.625,0.626,0.625,0.251,0.127,0.10500000000000001,0.07350000000000001,0.205,0.176,0.129
0.669,0.655,0.679,0.651,0.333,0.1505,0.1265,0.07,0.262,0.227,0.138
0.659,0.644,0.67,0.639,0.314,0.1695,0.153,0.0785,0.259,0.234,0.124
0.66,0.651,0.659,0.651,0.31,0.16049999999999998,0.14150000000000001,0.063,0.241,0.225,0.123
0.639,0.633,0.636,0.634,0.269,0.1465,0.119,0.10200000000000001,0.236,0.205,0.156
0.653,0.646,0.651,0.646,0.297,0.1245,0.099,0.0635,0.183,0.158,0.16
0.654,0.645,0.653,0.644,0.298,0.13,0.10600000000000001,0.0625,0.218,0.188,0.131
0.637,0.622,0.647,0.613,0.268,0.1115,0.093,0.051500000000000004,0.205,0.179,0.13
0.677,0.671,0.676,0.672,0.347,0.1275,0.0935,0.0695,0.208,0.16,0.114
0.657,0.645,0.662,0.641,0.306,0.158,0.135,0.08700000000000001,0.269,0.228,0.174
0.656,0.65,0.654,0.65,0.303,0.156,0.134,0.07300000000000001,0.263,0.237,0.139
0.657,0.651,0.656,0.651,0.306,0.14400000000000002,0.11750000000000001,0.07400000000000001,0.227,0.186,0.126
0.67,0.662,0.67,0.662,0.332,0.1815,0.154,0.11,0.319,0.279,0.209
0.631,0.622,0.629,0.622,0.251,0.0525,0.045,0.0865,0.108,0.096,0.177
0.677,0.666,0.684,0.664,0.349,0.156,0.1305,0.07200000000000001,0.262,0.228,0.142
0.67,0.657,0.678,0.654,0.334,0.1625,0.1375,0.08099999999999999,0.258,0.225,0.156
0.645,0.638,0.643,0.638,0.281,0.07050000000000001,0.044,0.0705,0.134,0.096,0.125
0.66,0.646,0.667,0.643,0.313,0.13849999999999998,0.1175,0.0545,0.205,0.175,0.123
0.65,0.632,0.674,0.619,0.303,0.122,0.10350000000000001,0.051500000000000004,0.205,0.176,0.109
0.633,0.628,0.63,0.629,0.258,0.126,0.0995,0.08399999999999999,0.216,0.173,0.158
0.662,0.648,0.672,0.643,0.319,0.131,0.108,0.0515,0.193,0.161,0.094
0.649,0.643,0.646,0.643,0.289,0.11499999999999999,0.0895,0.059500000000000004,0.176,0.143,0.144
0.659,0.652,0.657,0.652,0.309,0.174,0.14200000000000002,0.128,0.292,0.235,0.241
0.665,0.658,0.663,0.658,0.321,0.17149999999999999,0.14450000000000002,0.0975,0.28,0.245,0.162
0.654,0.646,0.652,0.647,0.299,0.0995,0.0755,0.06,0.154,0.13,0.11
0.662,0.655,0.661,0.655,0.315,0.159,0.1335,0.0845,0.281,0.256,0.147
0.635,0.63,0.632,0.631,0.262,0.1645,0.1395,0.11699999999999999,0.266,0.232,0.194
0.659,0.644,0.669,0.639,0.312,0.16249999999999998,0.14200000000000002,0.08199999999999999,0.248,0.217,0.135
0.65,0.645,0.648,0.646,0.293,0.1,0.073,0.039,0.148,0.123,0.106
0.672,0.665,0.67,0.666,0.335,0.1755,0.147,0.10200000000000001,0.309,0.273,0.189
0.672,0.663,0.672,0.663,0.335,0.193,0.173,0.0925,0.317,0.295,0.155
0.657,0.641,0.67,0.635,0.31,0.14,0.1195,0.0645,0.232,0.213,0.116
0.659,0.648,0.661,0.646,0.309,0.1745,0.15000000000000002,0.10600000000000001,0.313,0.292,0.184
0.65,0.643,0.648,0.642,0.291,0.155,0.134,0.083,0.269,0.249,0.17
0.663,0.657,0.661,0.658,0.318,0.1655,0.1415,0.0815,0.273,0.241,0.141
0.645,0.64,0.642,0.641,0.283,0.11699999999999999,0.0905,0.057999999999999996,0.177,0.158,0.136
0.64,0.634,0.637,0.634,0.271,0.1255,0.098,0.081,0.201,0.17,0.141
0.64,0.627,0.645,0.622,0.271,0.1565,0.1395,0.08600000000000001,0.249,0.226,0.142
0.666,0.652,0.676,0.648,0.328,0.193,0.17099999999999999,0.1105,0.324,0.294,0.198
0.655,0.638,0.671,0.63,0.307,0.2005,0.1855,0.1065,0.323,0.302,0.186
0.653,0.642,0.655,0.64,0.296,0.183,0.16599999999999998,0.0935,0.297,0.283,0.152
0.661,0.647,0.672,0.642,0.318,0.218,0.1985,0.131,0.34,0.309,0.219
0.655,0.638,0.671,0.629,0.308,0.191,0.1755,0.099,0.318,0.295,0.183
0.645,0.631,0.651,0.626,0.282,0.1815,0.16899999999999998,0.088,0.261,0.245,0.132
0.66,0.645,0.673,0.639,0.317,0.20700000000000002,0.192,0.10400000000000001,0.338,0.321,0.179
0.656,0.65,0.655,0.65,0.304,0.1235,0.0955,0.065,0.196,0.166,0.124
0.667,0.652,0.679,0.647,0.33,0.20700000000000002,0.189,0.10899999999999999,0.354,0.335,0.196
0.662,0.647,0.678,0.64,0.323,0.1615,0.1405,0.0765,0.257,0.229,0.127
0.654,0.639,0.666,0.632,0.304,0.194,0.1775,0.106,0.326,0.301,0.196
0.635,0.63,0.632,0.63,0.262,0.1385,0.1145,0.081,0.2,0.171,0.154
0.661,0.647,0.669,0.643,0.316,0.21000000000000002,0.1905,0.1195,0.333,0.305,0.203
0.654,0.64,0.663,0.634,0.301,0.194,0.1755,0.112,0.323,0.297,0.201
0.628,0.624,0.625,0.624,0.25,0.153,0.134,0.089,0.261,0.242,0.152
0.66,0.643,0.68,0.634,0.321,0.119,0.10250000000000001,0.0595,0.175,0.151,0.114
0.657,0.642,0.671,0.635,0.312,0.14850000000000002,0.1295,0.0615,0.237,0.207,0.11
0.658,0.642,0.675,0.633,0.315,0.227,0.213,0.128,0.357,0.335,0.215
0.659,0.644,0.67,0.638,0.313,0.1785,0.1605,0.08750000000000001,0.293,0.267,0.159
0.662,0.646,0.678,0.639,0.322,0.1805,0.1625,0.09,0.286,0.253,0.163
0.632,0.627,0.629,0.628,0.256,0.16999999999999998,0.1555,0.0845,0.299,0.285,0.158
0.629,0.625,0.626,0.626,0.252,0.192,0.172,0.1265,0.334,0.306,0.237
0.632,0.629,0.63,0.629,0.259,0.156,0.14,0.07,0.258,0.247,0.113
0.621,0.617,0.618,0.617,0.235,0.1575,0.1385,0.0965,0.283,0.262,0.181
0.635,0.631,0.632,0.631,0.263,0.1765,0.154,0.11149999999999999,0.32,0.292,0.216
0.645,0.636,0.643,0.636,0.279,0.0935,0.068,0.0605,0.153,0.132,0.12
0.633,0.629,0.63,0.629,0.259,0.16499999999999998,0.14750000000000002,0.08499999999999999,0.269,0.251,0.139
0.626,0.622,0.623,0.622,0.245,0.176,0.1535,0.12,0.319,0.284,0.24
0.63,0.626,0.627,0.626,0.253,0.179,0.1635,0.099,0.319,0.307,0.181
0.637,0.634,0.634,0.634,0.268,0.163,0.1425,0.0905,0.278,0.268,0.137
0.625,0.622,0.622,0.622,0.244,0.197,0.182,0.116,0.338,0.322,0.213
0.627,0.622,0.624,0.623,0.246,0.176,0.1575,0.11199999999999999,0.303,0.28,0.2
0.626,0.622,0.623,0.623,0.246,0.165,0.151,0.08,0.283,0.27,0.143
0.629,0.626,0.627,0.626,0.253,0.161,0.14300000000000002,0.08299999999999999,0.269,0.256,0.149
0.635,0.631,0.632,0.631,0.263,0.178,0.156,0.11599999999999999,0.31,0.285,0.206
0.635,0.631,0.632,0.631,0.263,0.17049999999999998,0.15,0.101,0.301,0.272,0.196
0.622,0.619,0.619,0.619,0.238,0.1685,0.154,0.0935,0.28,0.264,0.16
0.634,0.632,0.632,0.632,0.264,0.1765,0.1575,0.1005,0.298,0.283,0.165
0.641,0.635,0.639,0.635,0.273,0.10300000000000001,0.08049999999999999,0.038,0.151,0.119,0.097
0.643,0.639,0.641,0.639,0.279,0.1245,0.1015,0.056,0.18,0.149,0.121
0.641,0.637,0.639,0.637,0.276,0.15000000000000002,0.1275,0.079,0.24,0.209,0.131
0.626,0.621,0.623,0.621,0.244,0.1915,0.1765,0.11549999999999999,0.334,0.32,0.21
0.619,0.615,0.616,0.615,0.231,0.16649999999999998,0.1515,0.093,0.28,0.269,0.167
0.637,0.633,0.634,0.633,0.267,0.156,0.137,0.076,0.249,0.227,0.141
0.642,0.638,0.64,0.638,0.278,0.1355,0.11399999999999999,0.058499999999999996,0.211,0.201,0.119
0.634,0.63,0.631,0.63,0.261,0.14850000000000002,0.132,0.067,0.231,0.228,0.132
0.636,0.633,0.634,0.633,0.266,0.173,0.15,0.11149999999999999,0.269,0.241,0.202
0.636,0.632,0.633,0.632,0.265,0.121,0.1005,0.052000000000000005,0.177,0.147,0.113
0.638,0.635,0.635,0.635,0.27,0.124,0.1005,0.061,0.211,0.188,0.095
0.635,0.632,0.633,0.632,0.265,0.162,0.13849999999999998,0.10400000000000001,0.303,0.265,0.223
0.656,0.653,0.654,0.654,0.307,0.129,0.10350000000000001,0.0505,0.195,0.153,0.124
0.657,0.653,0.655,0.653,0.308,0.10949999999999999,0.0815,0.044000000000000004,0.177,0.152,0.106
0.636,0.631,0.633,0.632,0.265,0.1485,0.13,0.07300000000000001,0.244,0.223,0.123
0.636,0.631,0.633,0.631,0.264,0.1525,0.1295,0.0935,0.265,0.237,0.168
0.641,0.634,0.639,0.634,0.273,0.11699999999999999,0.094,0.0565,0.213,0.182,0.122
0.619,0.615,0.616,0.615,0.23,0.1385,0.121,0.08,0.22,0.217,0.148
0.635,0.63,0.632,0.631,0.262,0.1215,0.101,0.048999999999999995,0.188,0.174,0.097
0.622,0.618,0.619,0.618,0.237,0.15100000000000002,0.138,0.071,0.231,0.222,0.116
0.638,0.634,0.635,0.634,0.269,0.1365,0.113,0.07100000000000001,0.205,0.162,0.16
0.634,0.629,0.631,0.63,0.26,0.185,0.1655,0.1145,0.325,0.308,0.202
0.646,0.64,0.643,0.641,0.283,0.139,0.1125,0.0855,0.202,0.164,0.143
0.62,0.617,0.617,0.617,0.234,0.14150000000000001,0.1305,0.0505,0.23,0.239,0.119
0.628,0.626,0.626,0.626,0.252,0.1555,0.139,0.0825,0.238,0.209,0.184
0.643,0.637,0.641,0.637,0.278,0.08449999999999999,0.0575,0.0335,0.137,0.103,0.075
0.618,0.615,0.615,0.615,0.23,0.1455,0.1315,0.068,0.221,0.208,0.149
0.623,0.62,0.621,0.62,0.241,0.16549999999999998,0.147,0.10049999999999999,0.276,0.257,0.171
0.633,0.628,0.63,0.629,0.259,0.115,0.093,0.051000000000000004,0.176,0.154,0.12
0.649,0.641,0.647,0.641,0.288,0.1515,0.127,0.091,0.265,0.238,0.158
0.635,0.63,0.632,0.631,0.262,0.1355,0.1115,0.0765,0.22,0.199,0.113
0.636,0.631,0.633,0.632,0.264,0.11149999999999999,0.089,0.049,0.188,0.152,0.109
0.623,0.62,0.62,0.62,0.24,0.16799999999999998,0.1545,0.0835,0.299,0.284,0.164
0.66,0.653,0.659,0.653,0.312,0.1575,0.127,0.10450000000000001,0.279,0.235,0.197
0.631,0.628,0.628,0.628,0.256,0.1625,0.149,0.068,0.249,0.24,0.154
0.642,0.639,0.639,0.639,0.278,0.1275,0.108,0.051500000000000004,0.176,0.145,0.128
0.643,0.638,0.64,0.639,0.278,0.11449999999999999,0.0935,0.0405,0.167,0.138,0.081
0.616,0.612,0.613,0.612,0.225,0.1345,0.123,0.055,0.252,0.239,0.125
0.622,0.621,0.621,0.621,0.241,0.14350000000000002,0.126,0.077,0.235,0.209,0.135
0.627,0.624,0.624,0.624,0.248,0.1225,0.1005,0.066,0.214,0.188,0.118
0.66,0.652,0.659,0.652,0.312,0.14100000000000001,0.1095,0.0925,0.24,0.191,0.17
0.656,0.65,0.654,0.65,0.304,0.177,0.154,0.10300000000000001,0.294,0.268,0.17
0.629,0.624,0.626,0.624,0.249,0.11900000000000001,0.1035,0.038,0.166,0.141,0.084
0.633,0.629,0.63,0.629,0.259,0.153,0.1335,0.08349999999999999,0.242,0.215,0.135
0.635,0.631,0.632,0.631,0.263,0.0935,0.073,0.032,0.141,0.109,0.065
0.661,0.654,0.659,0.654,0.313,0.1765,0.15000000000000002,0.11249999999999999,0.303,0.263,0.21
0.662,0.654,0.661,0.655,0.315,0.1735,0.14850000000000002,0.102,0.284,0.251,0.17
0.663,0.657,0.661,0.657,0.318,0.17149999999999999,0.14600000000000002,0.0955,0.289,0.263,0.156
0.662,0.654,0.661,0.655,0.315,0.138,0.1075,0.0845,0.216,0.171,0.137
0.637,0.634,0.635,0.635,0.269,0.126,0.1035,0.066,0.209,0.178,0.114
0.627,0.624,0.624,0.624,0.248,0.1635,0.14,0.1105,0.261,0.233,0.175
0.63,0.625,0.628,0.625,0.252,0.1275,0.10300000000000001,0.084,0.222,0.196,0.143
0.663,0.656,0.662,0.656,0.317,0.1885,0.1625,0.1165,0.324,0.3,0.195
0.664,0.658,0.662,0.658,0.32,0.16799999999999998,0.138,0.1105,0.299,0.254,0.212
0.663,0.656,0.661,0.656,0.317,0.155,0.127,0.0895,0.252,0.216,0.145
0.667,0.662,0.664,0.662,0.326,0.139,0.10950000000000001,0.0775,0.201,0.155,0.128
0.645,0.639,0.642,0.639,0.281,0.126,0.10550000000000001,0.08600000000000001,0.27,0.245,0.191
0.649,0.644,0.646,0.645,0.29,0.1565,0.126,0.1195,0.238,0.207,0.182
0.674,0.667,0.672,0.668,0.339,0.132,0.10300000000000001,0.0585,0.214,0.172,0.104
0.665,0.66,0.662,0.66,0.322,0.115,0.08,0.073,0.181,0.144,0.125
0.636,0.629,0.634,0.629,0.263,0.052500000000000005,0.0475,0.033,0.12,0.116,0.061
0.663,0.657,0.661,0.658,0.319,0.11649999999999999,0.08499999999999999,0.065,0.202,0.168,0.131
0.669,0.662,0.668,0.663,0.33,0.14450000000000002,0.1165,0.0745,0.217,0.181,0.137
0.659,0.652,0.657,0.653,0.31,0.1225,0.0905,0.0985,0.235,0.197,0.197
0.639,0.634,0.636,0.635,0.27,0.1375,0.1175,0.0685,0.206,0.171,0.114
0.679,0.67,0.679,0.67,0.349,0.14350000000000002,0.1075,0.094,0.224,0.178,0.161
0.665,0.66,0.663,0.661,0.323,0.1065,0.07600000000000001,0.049999999999999996,0.145,0.106,0.104
0.654,0.649,0.652,0.649,0.301,0.1365,0.10450000000000001,0.098,0.194,0.161,0.149
0.64,0.637,0.637,0.637,0.274,0.1025,0.07200000000000001,0.069,0.16,0.12,0.117
0.664,0.659,0.662,0.659,0.32,0.176,0.1435,0.129,0.263,0.226,0.197
0.683,0.677,0.682,0.677,0.359,0.1745,0.1405,0.112,0.256,0.207,0.186
0.642,0.638,0.639,0.638,0.277,0.1265,0.0965,0.089,0.189,0.159,0.149
0.674,0.67,0.672,0.67,0.342,0.1485,0.1135,0.10200000000000001,0.236,0.172,0.182
0.653,0.647,0.651,0.648,0.298,0.157,0.1315,0.0925,0.235,0.196,0.141
0.658,0.652,0.656,0.652,0.308,0.1295,0.09849999999999999,0.08349999999999999,0.207,0.174,0.14
0.637,0.632,0.634,0.633,0.266,0.139,0.111,0.10400000000000001,0.229,0.197,0.191
0.673,0.662,0.677,0.66,0.339,0.0905,0.077,0.046,0.203,0.17,0.121
0.644,0.641,0.641,0.641,0.283,0.096,0.066,0.060000000000000005,0.146,0.101,0.107
0.65,0.645,0.648,0.645,0.293,0.1,0.0725,0.0475,0.177,0.151,0.1
0.67,0.664,0.668,0.664,0.332,0.1745,0.1385,0.1345,0.288,0.223,0.242
0.66,0.655,0.657,0.655,0.312,0.136,0.1015,0.097,0.195,0.146,0.151
0.64,0.634,0.637,0.634,0.271,0.093,0.0655,0.0565,0.182,0.153,0.12
0.643,0.643,0.642,0.642,0.286,0.088,0.0525,0.0675,0.145,0.077,0.133
0.635,0.632,0.632,0.632,0.264,0.0895,0.0635,0.0465,0.146,0.114,0.096
0.646,0.642,0.643,0.642,0.285,0.126,0.094,0.0925,0.202,0.171,0.162
0.674,0.666,0.674,0.667,0.34,0.11,0.0755,0.056,0.171,0.135,0.095
0.679,0.666,0.685,0.664,0.351,0.10999999999999999,0.07250000000000001,0.07150000000000001,0.196,0.16,0.127
0.654,0.649,0.652,0.65,0.301,0.127,0.0925,0.0935,0.185,0.154,0.138
0.653,0.648,0.65,0.649,0.299,0.082,0.052000000000000005,0.032,0.128,0.095,0.057
0.668,0.657,0.67,0.656,0.327,0.155,0.126,0.0945,0.238,0.192,0.147
0.68,0.664,0.695,0.66,0.359,0.14800000000000002,0.119,0.077,0.226,0.192,0.134
0.65,0.648,0.648,0.648,0.296,0.1185,0.094,0.0535,0.177,0.143,0.107
0.658,0.652,0.656,0.652,0.308,0.10650000000000001,0.076,0.057,0.195,0.162,0.124
0.657,0.653,0.655,0.653,0.307,0.14,0.11050000000000001,0.09,0.207,0.153,0.145
0.685,0.678,0.684,0.679,0.362,0.16,0.1255,0.0975,0.241,0.2,0.169
0.663,0.655,0.663,0.655,0.318,0.1255,0.0905,0.091,0.221,0.187,0.165
0.665,0.658,0.663,0.658,0.32,0.121,0.08499999999999999,0.09,0.185,0.149,0.138
0.66,0.653,0.659,0.653,0.312,0.1135,0.077,0.0895,0.193,0.157,0.148
0.67,0.664,0.669,0.664,0.333,0.14,0.10500000000000001,0.0945,0.217,0.173,0.15
0.68,0.671,0.682,0.671,0.353,0.1285,0.0925,0.0805,0.219,0.181,0.147
0.645,0.641,0.642,0.641,0.283,0.1325,0.0995,0.10450000000000001,0.194,0.161,0.156
0.679,0.673,0.677,0.674,0.35,0.1505,0.1175,0.0885,0.239,0.181,0.157
0.674,0.664,0.676,0.663,0.339,0.10350000000000001,0.0685,0.0615,0.205,0.168,0.142
0.654,0.649,0.651,0.649,0.3,0.114,0.0835,0.0685,0.163,0.117,0.114
0.658,0.653,0.655,0.654,0.309,0.11649999999999999,0.081,0.088,0.207,0.171,0.164
0.653,0.649,0.65,0.649,0.3,0.1195,0.088,0.0785,0.172,0.141,0.136
0.659,0.652,0.656,0.653,0.309,0.1325,0.0985,0.097,0.189,0.143,0.15
0.633,0.626,0.63,0.626,0.257,0.114,0.085,0.091,0.215,0.187,0.173
0.657,0.648,0.657,0.647,0.304,0.106,0.07250000000000001,0.0745,0.2,0.166,0.149
0.643,0.64,0.64,0.64,0.28,0.14600000000000002,0.11850000000000001,0.101,0.222,0.187,0.168
0.647,0.64,0.644,0.641,0.284,0.11549999999999999,0.08099999999999999,0.095,0.174,0.122,0.141
0.672,0.666,0.67,0.666,0.336,0.14400000000000002,0.108,0.10350000000000001,0.218,0.181,0.159
0.653,0.651,0.651,0.651,0.301,0.1265,0.093,0.0895,0.224,0.166,0.178
0.664,0.653,0.666,0.652,0.319,0.102,0.067,0.069,0.158,0.124,0.12
0.65,0.645,0.647,0.646,0.293,0.134,0.103,0.0955,0.209,0.175,0.166
0.62,0.602,0.631,0.588,0.231,0.06,0.0615,0.0475,0.133,0.172,0.093
0.644,0.639,0.641,0.639,0.28,0.125,0.097,0.08,0.209,0.181,0.139
0.646,0.643,0.643,0.643,0.286,0.1505,0.122,0.10700000000000001,0.251,0.219,0.201
0.646,0.642,0.643,0.643,0.286,0.1435,0.11599999999999999,0.0965,0.247,0.214,0.193
0.653,0.651,0.651,0.651,0.301,0.08449999999999999,0.060500000000000005,0.0605,0.164,0.128,0.122
0.642,0.636,0.64,0.636,0.275,0.0935,0.0645,0.060000000000000005,0.188,0.155,0.143
0.652,0.649,0.649,0.649,0.298,0.136,0.10400000000000001,0.099,0.213,0.157,0.169
0.643,0.639,0.641,0.64,0.28,0.11750000000000001,0.08650000000000001,0.08700000000000001,0.196,0.163,0.157
0.644,0.637,0.641,0.637,0.279,0.0985,0.068,0.0665,0.189,0.156,0.147
0.645,0.64,0.642,0.64,0.282,0.081,0.0555,0.0545,0.163,0.129,0.119
0.648,0.643,0.645,0.644,0.288,0.1555,0.1265,0.11449999999999999,0.238,0.181,0.197
0.653,0.648,0.65,0.649,0.298,0.1315,0.101,0.0915,0.221,0.185,0.176
0.641,0.635,0.639,0.635,0.273,0.0895,0.06,0.0615,0.165,0.135,0.114
0.643,0.641,0.641,0.641,0.281,0.11100000000000002,0.08449999999999999,0.058499999999999996,0.166,0.127,0.107
0.654,0.65,0.652,0.65,0.301,0.1255,0.0955,0.0775,0.186,0.151,0.133
0.649,0.646,0.647,0.647,0.293,0.1155,0.085,0.0745,0.192,0.16,0.133
0.651,0.649,0.649,0.649,0.298,0.136,0.10400000000000001,0.0975,0.197,0.152,0.155
0.656,0.653,0.654,0.653,0.307,0.11449999999999999,0.0875,0.056,0.171,0.132,0.118
0.653,0.649,0.65,0.649,0.299,0.14250000000000002,0.1165,0.08099999999999999,0.205,0.168,0.157
0.645,0.642,0.642,0.642,0.284,0.106,0.0785,0.0895,0.193,0.156,0.196
0.656,0.652,0.654,0.653,0.306,0.131,0.1015,0.08099999999999999,0.202,0.164,0.157
0.654,0.651,0.652,0.651,0.302,0.114,0.0785,0.09,0.167,0.116,0.152
0.647,0.643,0.644,0.644,0.288,0.11699999999999999,0.0865,0.0795,0.177,0.14,0.141
0.639,0.636,0.636,0.636,0.272,0.1205,0.087,0.09999999999999999,0.205,0.155,0.183
0.662,0.65,0.666,0.648,0.317,0.1345,0.10149999999999999,0.0945,0.216,0.188,0.186
0.647,0.645,0.645,0.645,0.29,0.1055,0.074,0.07100000000000001,0.151,0.105,0.108
0.646,0.641,0.643,0.642,0.285,0.109,0.078,0.07400000000000001,0.157,0.126,0.107
0.638,0.635,0.636,0.636,0.271,0.155,0.124,0.131,0.262,0.216,0.224
0.656,0.651,0.653,0.652,0.305,0.137,0.105,0.0965,0.205,0.161,0.157
0.643,0.638,0.641,0.638,0.278,0.096,0.0685,0.055,0.173,0.139,0.127
0.679,0.669,0.681,0.669,0.351,0.161,0.1245,0.119,0.238,0.194,0.202
0.657,0.653,0.654,0.653,0.307,0.1255,0.0945,0.0795,0.184,0.145,0.143
0.655,0.651,0.652,0.652,0.304,0.1435,0.111,0.10550000000000001,0.2,0.163,0.158
0.652,0.648,0.649,0.648,0.297,0.1185,0.0885,0.07400000000000001,0.206,0.173,0.146
0.645,0.641,0.642,0.641,0.283,0.1285,0.097,0.097,0.225,0.202,0.176
